player,team,matches,runs_scored,batting_avg,strike_rate,wickets_taken,bowling_avg,economy_rate,maidens,dot_balls,key_wickets,catches,run_outs,potm_wins,potm_rate,team_wins,win_rate,avg_last_5_runs,avg_last_5_wickets
Jobayer Hossen,Seychelles,4,17,4.25,73.91,9,12.0,7.2,0,35,4,0,0,0,0.0,0,0.0,4.25,2.25
HAG Madhushanka,Seychelles,2,0,0.0,0.0,0,36.0,12.0,0,5,0,1,0,0,0.0,0,0.0,0.0,0.0
FFZ Nhaduate,Mozambique,4,18,4.5,51.43,0,0.0,0.0,0,0,0,5,0,0,0.0,2,0.5,4.5,0.0
M Mariyappan,Seychelles,3,18,6.0,58.06,0,0.0,0.0,0,0,0,2,1,0,0.0,0,0.0,6.0,0.0
Asim Ashraf,Gambia,3,42,14.0,53.85,0,116.0,11.05,0,21,0,0,0,0,0.0,0,0.0,14.0,0.0
AM Rajpurohit,Gambia,3,26,8.67,76.47,3,35.67,9.73,0,21,2,2,0,0,0.0,0,0.0,8.67,1.0
Shan Siddiqui,Gambia,2,4,2.0,133.33,0,32.0,6.86,0,8,0,0,0,0,0.0,0,0.0,2.0,0.0
MF Manjate,Mozambique,2,0,0.0,0.0,0,11.0,11.0,0,3,0,1,0,0,0.0,1,0.5,0.0,0.0
N Gnanapragasam,Seychelles,1,0,0.0,0.0,0,8.0,3.69,0,8,0,1,0,0,0.0,0,0.0,0.0,0.0
B Balala,Malawi,3,9,3.0,45.0,1,27.0,6.48,0,11,1,1,0,0,0.0,0,0.0,3.0,0.33
TS Hasabnis,India,6,140,23.33,76.92,0,0.0,0.0,0,0,0,1,0,0,0.0,5,0.83,19.6,0.0
N Gocheva,Bulgaria,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
B Ercegovcevic,Serbia,1,1,1.0,100.0,0,0.0,0.0,0,0,0,1,0,0,0.0,1,1.0,1.0,0.0
I Stoilva,Bulgaria,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
L Shetty,United States of America,2,8,4.0,28.57,0,47.0,7.42,0,17,0,0,0,0,0.0,1,0.5,4.0,0.0
O Chare,Zimbabwe,3,3,1.0,16.67,3,30.33,4.71,0,56,2,1,0,0,0.0,1,0.33,1.0,1.0
A Zimunu,Zimbabwe,2,7,3.5,87.5,2,31.0,5.72,0,28,2,0,0,0,0.0,1,0.5,3.5,1.0
T Makusha,Zimbabwe,1,0,0.0,0.0,0,33.0,7.07,0,8,0,0,0,0,0.0,0,0.0,0.0,0.0
RM D'Souza,Kuwait,1,1,1.0,33.33,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0
V Nikolova,Bulgaria,1,5,5.0,71.43,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,5.0,0.0
M Batnasan,Mongolia,4,28,7.0,65.12,0,0.0,0.0,0,0,0,1,1,0,0.0,0,0.0,7.0,0.0
U Bayarjavkhlan,Mongolia,4,17,4.25,27.87,3,10.33,5.81,0,7,3,0,1,0,0.0,0,0.0,4.25,0.75
U Anujin,Mongolia,2,3,1.5,42.86,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.5,0.0
J Tugsjargal,Mongolia,2,9,4.5,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.5,0.0
Lwin Maw,Myanmar,1,3,3.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0
Hein Zin Aung,Myanmar,2,0,0.0,0.0,0,13.0,13.0,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0
SMHH Aung,Myanmar,1,0,0.0,0.0,1,17.0,14.57,0,1,0,0,0,0,0.0,0,0.0,0.0,1.0
M Chadha,Cambodia,6,169,28.17,108.33,8,18.75,9.28,0,32,6,3,1,0,0.0,1,0.17,25.0,1.2
A Nagarajan,Qatar,3,7,2.33,100.0,3,26.0,8.36,0,15,1,0,1,0,0.0,2,0.67,2.33,1.0
Mohammed Aslam,Qatar,1,0,0.0,0.0,3,6.67,4.8,0,13,2,0,0,0,0.0,1,1.0,0.0,3.0
NT Gireesh,Cambodia,4,0,0.0,0.0,5,10.6,7.07,0,16,4,0,0,0,0.0,1,0.25,0.0,1.25
Phon Bunthean,Cambodia,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Muhammad Salman,Bahrain,2,0,0.0,0.0,0,24.0,8.0,0,6,0,0,0,0,0.0,1,0.5,0.0,0.0
M Kasselman,Botswana,12,165,13.75,119.57,0,11.0,11.0,0,1,0,3,4,0,0.0,4,0.33,18.6,0.0
J Suleman,Eswatini,4,53,13.25,84.13,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.25,13.25,0.0
M Khojbariya,Eswatini,5,91,18.2,121.33,5,18.6,6.2,0,38,3,2,0,0,0.0,2,0.4,18.2,1.0
R Sandeep,Eswatini,5,42,8.4,97.67,4,19.0,4.8,2,53,3,0,0,1,0.2,2,0.4,8.4,0.8
J Essex,St Helena,2,9,4.5,52.94,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.5,0.0
S Jele,Eswatini,2,1,0.5,33.33,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.5,0.5,0.0
TW Dlamini,Eswatini,2,0,0.0,0.0,0,2.0,1.0,1,10,0,0,0,0,0.0,1,0.5,0.0,0.0
M Badenhorst,Botswana,5,7,1.4,36.84,5,20.8,8.79,1,18,3,0,0,1,0.2,2,0.4,1.4,1.0
Farmanullah,Dhaka Capital,7,44,6.29,81.48,5,37.2,9.07,0,35,3,1,0,0,0.0,2,0.29,6.6,0.8
Iqbal Hossain Emon,Fortune Barishal,1,0,0.0,0.0,2,23.0,13.14,0,5,2,0,0,0,0.0,0,0.0,0.0,2.0
Riaz Hassan,Dhaka Capital,3,9,3.0,56.25,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0
Maruf Mridha,Chittagong Kings,1,2,2.0,100.0,0,37.0,8.88,0,7,0,0,0,0,0.0,0,0.0,2.0,0.0
Tipu Sultan,Sylhet Strikers,1,0,0.0,0.0,2,13.0,5.57,0,11,1,0,0,0,0.0,0,0.0,0.0,2.0
Rahatul Ferdous,Chittagong Kings,3,26,8.67,173.33,2,29.5,6.81,0,13,1,1,0,0,0.0,3,1.0,8.67,0.67
Zawad Abrar,Sylhet Strikers,1,2,2.0,28.57,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,2.0,0.0
Rahmat Ali,Dhaka Capital,1,0,0.0,0.0,1,24.0,6.0,0,9,1,1,0,0,0.0,0,0.0,0.0,1.0
YT Lewis,Costa Rica,2,0,0.0,0.0,0,6.0,3.27,0,5,0,2,1,0,0.0,0,0.0,0.0,0.0
I Rodriguez,Mexico,2,0,0.0,0.0,2,14.5,5.27,0,16,0,0,0,0,0.0,2,1.0,0.0,1.0
MAL Torres,Mexico,1,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,0.0,1,1.0,0.0,0.0
Raghvi Bist,Royal Challengers Bengaluru,7,131,18.71,100.77,0,11.0,11.0,0,1,0,1,0,0,0.0,2,0.29,19.0,0.0
Farhan Khan,Dubai Capitals,7,2,0.29,66.67,4,38.0,8.94,0,38,2,3,0,0,0.0,5,0.71,0.0,0.6
AM Ghazanfar,MI Emirates,3,0,0.0,0.0,1,68.0,9.27,0,15,1,0,0,0,0.0,1,0.33,0.0,0.33
Saghir Khan,Gulf Giants,2,11,5.5,183.33,0,11.0,5.5,0,4,0,1,0,0,0.0,0,0.0,5.5,0.0
T Mathew,Sharjah Warriorz,2,0,0.0,0.0,0,67.0,10.86,0,5,0,0,0,0,0.0,1,0.5,0.0,0.0
Uzair Khan,Gulf Giants,2,0,0.0,0.0,1,24.0,11.08,0,1,1,1,0,0,0.0,1,0.5,0.0,0.5
Wahidullah Zadran,Gulf Giants,2,0,0.0,0.0,2,29.5,7.87,0,19,2,0,0,0,0.0,1,0.5,0.0,1.0
Ibrar Ahmad,Abu Dhabi Knight Riders,7,1,0.14,33.33,4,41.0,9.74,0,22,4,1,0,0,0.0,2,0.29,0.0,0.2
Khuzaima Tanveer,Desert Vipers,7,28,4.0,147.37,8,23.0,8.43,0,44,3,1,1,1,0.14,3,0.43,4.4,0.6
S Maharjan,Kathmandu Gurkhas,5,87,17.4,88.78,0,0.0,0.0,0,0,0,0,0,1,0.2,2,0.4,17.4,0.0
Shankar Rana,Kathmandu Gurkhas,4,41,10.25,74.55,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.5,10.25,0.0
D Kandel,Kathmandu Gurkhas,5,12,2.4,133.33,7,12.43,5.44,0,47,5,1,0,1,0.2,3,0.6,2.4,1.4
Deepak Bohara,Chitwan Rhinos,4,19,4.75,76.0,1,9.0,6.75,0,5,0,2,0,0,0.0,2,0.5,4.75,0.25
K Thagunna,Pokhara Avengers,2,33,16.5,106.45,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,16.5,0.0
D Gupta,Lumbini Lions,4,5,1.25,125.0,3,36.67,10.0,0,22,1,1,0,0,0.0,0,0.0,1.25,0.75
N Saud,Sudur Paschim Royals,7,14,2.0,107.69,7,14.0,6.68,0,39,2,2,1,1,0.14,5,0.71,2.8,0.4
P Shrestha,Kathmandu Gurkhas,4,73,18.25,110.61,0,0.0,0.0,0,0,0,0,1,0,0.0,2,0.5,18.25,0.0
D Adhikari,Lumbini Lions,2,14,7.0,87.5,0,31.0,15.5,0,4,0,0,0,0,0.0,0,0.0,7.0,0.0
N Bhatta,Biratnagar Kings,2,11,5.5,40.74,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,5.5,0.0
S Kansakar,Janakpur Bolts,6,71,11.83,88.75,0,0.0,0.0,0,0,0,0,0,0,0.0,3,0.5,9.8,0.0
S Malla,Janakpur Bolts,7,24,3.43,88.89,7,18.86,6.66,0,48,3,1,0,0,0.0,4,0.57,4.8,0.8
Nar Sarki,Chitwan Rhinos,1,22,22.0,157.14,0,19.0,9.5,0,2,0,0,0,0,0.0,0,0.0,22.0,0.0
A Yadav,Janakpur Bolts,4,12,3.0,50.0,3,23.0,7.67,0,21,1,3,0,0,0.0,1,0.25,3.0,0.75
TR Das,Pokhara Avengers,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Subash Bhandari,Biratnagar Kings,2,6,3.0,60.0,1,31.0,7.44,0,10,1,0,0,0,0.0,1,0.5,3.0,0.5
S Aryal,Pokhara Avengers,1,0,0.0,0.0,1,19.0,8.77,0,3,0,1,0,0,0.0,0,0.0,0.0,1.0
Mayan Yadav,Janakpur Bolts,2,16,8.0,76.19,0,0.0,0.0,0,0,0,0,1,0,0.0,2,1.0,8.0,0.0
Zhang Yibing,China,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Irdina Beh Nabil,Malaysia,1,4,4.0,50.0,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,4.0,0.0
Sohel Ebrahim Desai,Panama,5,11,2.2,61.11,0,0.0,0.0,0,0,0,2,3,0,0.0,2,0.4,2.2,0.0
TA Dudnath,Suriname,2,14,7.0,66.67,3,11.67,6.18,0,14,2,0,0,0,0.0,0,0.0,7.0,1.5
R Poojary,Mexico,6,24,4.0,58.54,0,0.0,0.0,0,0,0,3,3,0,0.0,1,0.17,0.8,0.0
VRCF Poubel,Brazil,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Manuel Iturbe,Argentina,3,33,11.0,76.74,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.67,11.0,0.0
C Stephenson,Belize,3,3,1.0,18.75,0,0.0,0.0,0,0,0,2,2,0,0.0,0,0.0,1.0,0.0
B Lewis,Belize,5,3,0.6,37.5,6,12.5,5.7,0,42,4,0,1,0,0.0,2,0.4,0.6,1.2
J Baker,Cayman Islands,8,155,19.38,100.65,0,0.0,0.0,0,0,0,3,1,1,0.12,6,0.75,20.0,0.0
S Foster,Cayman Islands,6,125,20.83,100.0,0,25.0,6.25,0,10,0,3,2,0,0.0,4,0.67,23.8,0.0
R Walker,Cayman Islands,3,20,6.67,83.33,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.67,6.67,0.0
P Jayeshbhai Patel,Panama,4,42,10.5,65.62,0,0.0,0.0,0,0,0,0,2,0,0.0,1,0.25,10.5,0.0
RJ Ramjiawan,Suriname,1,4,4.0,44.44,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.0,0.0
J Pook,Belize,2,1,0.5,20.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.5,0.0
AR Nair,Bahamas,1,1,1.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0
JDA Richardson,Bermuda,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0
Kristan Tillett,Belize,3,8,2.67,42.11,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.67,2.67,0.0
T Mpatane,Botswana,3,0,0.0,0.0,2,37.0,9.25,0,13,1,0,0,0,0.0,0,0.0,0.0,0.67
S Kruger,Argentina,1,0,0.0,0.0,0,27.0,6.75,0,5,0,0,0,0,0.0,0,0.0,0.0,0.0
AR Perez Rivero,Argentina,1,9,9.0,90.0,2,10.0,6.32,0,7,0,1,1,0,0.0,0,0.0,9.0,2.0
Franz Bur,Argentina,1,2,2.0,33.33,2,8.0,7.38,0,3,2,0,1,0,0.0,0,0.0,2.0,2.0
MT Jacob,Qatar,1,5,5.0,83.33,1,12.0,5.54,0,2,1,0,0,0,0.0,0,0.0,5.0,1.0
DM Kavinisseri,Qatar,1,14,14.0,127.27,0,21.0,5.48,0,10,0,0,0,0,0.0,1,1.0,14.0,0.0
Zuber Sunasara,Saudi Arabia,1,1,1.0,12.5,0,2.0,2.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
Nawazish Akhtar,Saudi Arabia,2,28,14.0,87.5,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.5,14.0,0.0
Choudhry Md Imran,Saudi Arabia,2,2,1.0,66.67,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.5,1.0,0.0
N Laguea,Gibraltar,2,27,13.5,87.1,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,13.5,0.0
O Bastin,Jersey,1,0,0.0,0.0,0,8.0,3.69,0,6,0,0,1,0,0.0,1,1.0,0.0,0.0
H Currie,Gibraltar,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Sonam Palden,Bhutan,1,1,1.0,16.67,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
RB Osabel,Philippines,1,1,1.0,100.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
RD Penalba,Philippines,1,1,1.0,50.0,1,11.0,4.71,0,4,0,0,0,0,0.0,0,0.0,1.0,1.0
Aarsheya Sharma,Singapore,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
NP Mayavo,Zimbabwe,1,26,26.0,49.06,0,0.0,0.0,0,0,0,4,0,0,0.0,0,0.0,26.0,0.0
NT Nyamhuri,Zimbabwe,2,8,4.0,22.86,0,109.0,4.88,1,73,0,0,0,0,0.0,1,0.5,4.0,0.0
Hassnain Shah,Oman,3,16,5.33,88.89,0,64.0,5.65,0,38,0,1,0,0,0.0,1,0.33,5.33,0.0
P Rawat,Royal Challengers Bengaluru,2,0,0.0,0.0,1,47.0,15.67,0,4,1,1,0,0,0.0,1,0.5,0.0,0.5
PS Sisodia,Mumbai Indians,4,0,0.0,0.0,1,84.0,9.0,0,17,0,2,0,0,0.0,3,0.75,0.0,0.25
N Shree Charani,Delhi Capitals,1,0,0.0,0.0,2,14.0,7.0,0,10,1,0,0,0,0.0,1,1.0,0.0,2.0
Muhammad Usman (3),Hungary,1,29,29.0,138.1,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,29.0,0.0
Sobu George,Malta,3,53,17.67,126.19,0,19.0,19.0,0,1,0,1,0,0,0.0,0,0.0,17.67,0.0
Niyas Pullariyil,Malta,2,17,8.5,100.0,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,8.5,0.0
P Ghosh,Malta,1,0,0.0,0.0,0,9.0,9.0,0,2,0,0,0,0,0.0,0,0.0,0.0,0.0
Asif Shaikh,Bahrain,7,0,0.0,0.0,5,40.4,7.05,0,65,4,0,1,0,0.0,5,0.71,0.0,0.8
Ashish Gupta,Indonesia,2,15,7.5,57.69,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,7.5,0.0
HK Kukreja,Singapore,5,92,18.4,46.7,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,18.4,0.0
T Omaidurai,Singapore,3,17,5.67,54.84,1,28.0,4.54,1,22,0,1,0,0,0.0,0,0.0,5.67,0.33
R Ramesh,Bahrain,5,52,10.4,35.14,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.4,10.4,0.0
S Gulecha,Singapore,5,59,11.8,74.68,3,8.67,4.46,0,23,0,0,0,0,0.0,0,0.0,11.8,0.6
Abid Ullah Shah,Bahrain,1,0,0.0,0.0,0,41.0,5.35,0,24,0,0,0,0,0.0,1,1.0,0.0,0.0
Bilal Shah,Oman,1,1,1.0,100.0,0,18.0,9.0,0,2,0,1,0,0,0.0,0,0.0,1.0,0.0
Aniket Verma,Sunrisers Hyderabad,2,43,21.5,252.94,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.5,21.5,0.0
V Puthur,Mumbai Indians,1,0,0.0,0.0,3,10.67,8.0,0,9,1,0,0,0,0.0,0,0.0,0.0,3.0
R Minz,Mumbai Indians,1,3,3.0,30.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0
PVSN Raju,Mumbai Indians,1,1,1.0,100.0,0,13.0,11.14,0,0,0,1,0,0,0.0,0,0.0,1.0,0.0
DS Rathi,Lucknow Super Giants,2,0,0.0,0.0,3,23.67,8.52,0,18,0,1,0,0,0.0,1,0.5,0.0,1.5
G Gune,Singapore,1,46,46.0,112.2,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,46.0,0.0
H Venkataram,Singapore,3,10,3.33,125.0,1,55.0,7.86,0,14,1,1,0,0,0.0,0,0.0,3.33,0.33
Aslan Jafri,Singapore,1,6,6.0,120.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,6.0,0.0
YS Samra,Canada,4,81,20.25,80.2,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,20.25,0.0
E Laini,Fiji,1,6,6.0,60.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,6.0,0.0
AR Poulter,Fiji,1,2,2.0,25.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,2.0,0.0
L Fainicka,France,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
NJ Qaeze,France,3,1,0.33,9.09,2,7.5,6.43,0,7,0,1,0,0,0.0,0,0.0,0.33,0.67
A Konhu,France,3,19,6.33,73.08,1,40.0,5.85,0,15,0,0,1,0,0.0,0,0.0,6.33,0.33
K Moingoto,France,3,4,1.33,26.67,2,22.5,3.97,1,32,1,1,0,0,0.0,0,0.0,1.33,0.67
L Wahmowe,France,3,4,1.33,28.57,8,7.25,4.97,0,30,7,0,0,0,0.0,0,0.0,1.33,2.67
N Kaqea,France,2,5,2.5,33.33,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,2.5,0.0
N Ihmeling,France,2,13,6.5,36.11,0,11.0,4.12,0,6,0,0,0,0,0.0,0,0.0,6.5,0.0
V Kai,France,3,16,5.33,35.56,0,56.0,5.69,0,23,0,0,0,0,0.0,0,0.0,5.33,0.0
G Jaine,France,3,5,1.67,25.0,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,1.67,0.0
H Wenehoua,France,2,2,1.0,25.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
V Nehoume,France,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
N Kakor,Vanuatu,3,1,0.33,100.0,1,18.0,4.15,0,13,0,0,0,0,0.0,2,0.67,0.33,0.33
NJM Salima,Samoa,3,5,1.67,55.56,1,12.0,3.43,0,13,0,1,0,0,0.0,2,0.67,1.67,0.33
O Lefaga,Samoa,3,11,3.67,33.33,9,3.89,2.96,2,48,4,1,1,1,0.33,2,0.67,3.67,3.0
AF Mapu,Samoa,3,8,2.67,80.0,1,12.0,3.0,0,17,1,0,0,0,0.0,2,0.67,2.67,0.33
F Malotutoatasi,Samoa,1,1,1.0,25.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
F Cagnewa,France,2,25,12.5,59.52,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,12.5,0.0
R Siwa,France,2,0,0.0,0.0,1,13.0,5.2,0,5,1,0,0,0,0.0,0,0.0,0.0,0.5
S Rokuad,France,2,4,2.0,17.39,0,33.0,7.62,0,8,0,0,0,0,0.0,0,0.0,2.0,0.0
M Bestani,Argentina,2,6,3.0,42.86,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,3.0,0.0
G Ribeiro,Brazil,1,0,0.0,0.0,1,3.0,2.25,0,5,0,0,0,0,0.0,1,1.0,0.0,1.0
S Praveen,Nepal,4,64,16.0,60.38,0,0.0,0.0,0,0,0,0,1,0,0.0,1,0.25,16.0,0.0
I Mutoni,Uganda,4,0,0.0,0.0,8,6.62,4.08,0,47,6,0,1,0,0.0,3,0.75,0.0,2.0
AS Hundal,Canada,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Reon King,West Indies,2,6,3.0,27.27,2,70.5,3.4,5,157,2,0,0,0,0.0,0,0.0,3.0,1.0
DM Washington,West Indies,1,7,7.0,28.0,0,93.0,3.17,4,124,0,3,0,0,0.0,0,0.0,7.0,0.0
Anwar Hossain Monir,Bangladesh,1,0,0.0,0.0,0,102.0,6.65,1,51,0,0,0,0,0.0,0,0.0,0.0,0.0
JW Wilson,New Zealand,2,19,9.5,118.75,1,116.0,8.92,0,29,1,1,0,0,0.0,0,0.0,9.5,0.5
SC Joseph,West Indies,7,116,16.57,45.85,0,0.0,0.0,0,0,0,3,0,0,0.0,3,0.43,20.8,0.0
RR Ramdass,West Indies,1,1,1.0,11.11,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
OAC Banks,West Indies,5,153,30.6,43.1,14,40.86,3.5,26,691,7,1,0,1,0.2,3,0.6,30.6,2.8
NR Ferreira,Zimbabwe,1,21,21.0,21.43,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,21.0,0.0
LM Keightley,Australia,1,5,5.0,17.24,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,5.0,0.0
KA Blackwell,Australia,3,157,52.33,30.49,0,0.0,0.0,0,0,0,3,0,0,0.0,1,0.33,52.33,0.0
Julie Hayes,Australia,1,20,20.0,24.69,0,45.0,2.25,5,100,0,0,0,0,0.0,0,0.0,20.0,0.0
J Smit,England,2,16,8.0,35.56,0,0.0,0.0,0,0,0,7,0,0,0.0,1,0.5,8.0,0.0
RA Birch,England,2,34,17.0,32.69,1,49.0,2.72,3,80,0,0,0,0,0.0,1,0.5,17.0,0.5
MH Sumra,India,1,12,12.0,13.04,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,12.0,0.0
H Kala,India,1,84,84.0,41.38,2,24.5,3.27,2,53,0,1,0,0,0.0,0,0.0,84.0,2.0
N Al Khadeer,India,1,16,16.0,51.61,3,38.0,3.4,3,142,2,0,0,0,0.0,0,0.0,16.0,3.0
P Dimri,India,1,19,19.0,40.43,5,24.8,3.02,7,187,2,0,0,0,0.0,0,0.0,19.0,5.0
NA Buley,India,1,0,0.0,0.0,0,43.0,3.58,2,48,0,0,0,0,0.0,0,0.0,0.0,0.0
AGR Loudon,England,1,0,0.0,0.0,0,38.0,6.16,0,13,0,0,0,0,0.0,0,0.0,0.0,0.0
BR Dorey,Australia,4,2,0.5,22.22,2,73.5,5.22,2,104,1,0,1,0,0.0,3,0.75,0.5,0.5
KHRK Fernando,Sri Lanka,2,3,1.5,20.0,1,41.0,3.62,0,41,1,1,0,0,0.0,1,0.5,1.5,0.5
DJ Cullen,Australia,4,0,0.0,0.0,2,68.5,3.97,4,111,0,2,0,0,0.0,3,0.75,0.0,0.5
RS Higgins,Zimbabwe,3,2,0.67,9.52,4,32.0,4.86,0,70,3,2,0,0,0.0,0,0.0,0.67,1.33
SR Welsh,Canada,1,8,8.0,33.33,0,59.0,5.9,0,37,0,0,0,0,0.0,0,0.0,8.0,0.0
Mohammad Kashif,Netherlands,5,4,0.8,14.29,11,25.18,4.59,5,233,3,1,0,0,0.0,3,0.6,0.8,2.2
DR Brown,Scotland,5,73,14.6,61.34,3,69.33,7.47,0,65,3,1,0,0,0.0,1,0.2,14.6,0.6
GA Rogers,Scotland,5,33,6.6,62.26,5,38.0,6.33,2,91,1,1,1,0,0.0,1,0.2,6.6,1.0
DCC Borden,Bermuda,4,23,5.75,27.71,3,31.67,6.95,0,25,2,0,0,0,0.0,0,0.0,5.75,0.75
AC Cummins,Canada,4,21,5.25,95.45,4,45.25,5.35,2,99,3,0,0,0,0.0,1,0.25,5.25,1.0
F Kasteni,Zimbabwe,2,9,4.5,39.13,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.5,0.0
SM Harwood,Barisal Burners,12,12,1.0,54.55,17,23.12,7.56,0,111,8,2,2,0,0.0,6,0.5,0.6,1.6
T Henderson,Rajasthan Royals,3,11,3.67,64.71,1,72.0,7.2,0,26,1,0,0,0,0.0,0,0.0,3.67,0.33
ACL Richards,West Indies,1,10,10.0,58.82,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,10.0,0.0
RD Steede,Bermuda,2,15,7.5,68.18,1,54.0,3.86,0,50,1,0,0,0,0.0,1,0.5,7.5,0.5
ADJ Pitcher,Bermuda,1,8,8.0,66.67,0,38.0,6.0,0,16,0,0,0,0,0.0,0,0.0,8.0,0.0
A Codrington,Canada,6,33,5.5,41.77,6,28.17,5.42,4,110,1,0,0,1,0.17,1,0.17,5.6,1.2
M Terblanche,South Africa,4,80,20.0,58.39,0,0.0,0.0,2,12,0,2,0,0,0.0,4,1.0,20.0,0.0
CS Terblanche,South Africa,3,38,12.67,58.46,1,35.0,2.59,1,60,0,1,0,0,0.0,3,1.0,12.67,0.33
J Logtenberg,South Africa,2,6,3.0,40.0,3,6.0,3.0,0,23,0,0,0,0,0.0,2,1.0,3.0,1.5
Tasqeen Qadeer,Pakistan,3,48,16.0,33.57,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.33,16.0,0.0
Urooj Mumtaz,Pakistan,3,35,11.67,35.35,7,10.0,6.27,0,27,2,1,0,0,0.0,1,0.33,11.67,2.33
Sana Javed,Pakistan,3,68,22.67,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.33,22.67,0.0
Sajjida Shah,Pakistan,3,77,25.67,44.77,8,11.0,2.97,4,124,4,0,0,0,0.0,1,0.33,25.67,2.67
Sabahat Rasheed,Pakistan,2,2,1.0,66.67,1,68.0,4.48,0,46,1,0,0,0,0.0,0,0.0,1.0,0.5
