venue,team,matches,wins,losses,win_rate,lose_rate
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat Titans,1,1,0,1.0,0.0
"Eden Gardens, Kolkata",Sunrisers Hyderabad,2,1,1,0.5,0.5
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Royal Challengers Bangalore,1,1,0,1.0,0.0
"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,1,0,1,0.0,1.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,2,1,1,0.5,0.5
"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,1,0,1,0.0,1.0
"Eden Gardens, Kolkata",Chennai Super Kings,1,1,0,1.0,0.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,1,1,0,1.0,0.0
"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,3,0,3,0.0,1.0
"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,1,0,1,0.0,1.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Lucknow Super Giants,1,1,0,1.0,0.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,1,1,0,1.0,0.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,2,0,1,0.0,0.5
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mumbai Indians,1,1,0,1.0,0.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,1,1,0,1.0,0.0
"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,6,3,3,0.5,0.5
"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,1,0,1,0.0,1.0
"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,1,1,0,1.0,0.0
"Arun Jaitley Stadium, Delhi",Punjab Kings,1,1,0,1.0,0.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,3,1,2,0.33,0.67
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,1,1,0,1.0,0.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,4,0,4,0.0,1.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,1,1,0,1.0,0.0
"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,2,1,1,0.5,0.5
"Belgrano Athletic Club Ground, Buenos Aires",Argentina,4,1,3,0.25,0.75
"Belgrano Athletic Club Ground, Buenos Aires",Panama,2,0,2,0.0,1.0
"Hurlingham Club Ground, Buenos Aires",Bermuda,4,4,0,1.0,0.0
"Belgrano Athletic Club Ground, Buenos Aires",Cayman Islands,2,2,0,1.0,0.0
Galle International Stadium,Ireland,2,0,2,0.0,1.0
"County Ground, Chelmsford",Bangladesh,3,2,0,0.67,0.0
"County Ground, Chelmsford",Ireland,3,0,2,0.0,0.67
"Wanderers Cricket Ground, Windhoek",Jersey,2,0,2,0.0,1.0
"United Cricket Club Ground, Windhoek",United States of America,6,6,0,1.0,0.0
"United Cricket Club Ground, Windhoek",Canada,1,1,0,1.0,0.0
Tafawa Balewa Square (TBS) Cricket Oval,Rwanda,1,1,0,1.0,0.0
Tafawa Balewa Square (TBS) Cricket Oval,Ghana,1,0,1,0.0,1.0
Kowloon Cricket Club,Tornadoes,6,1,4,0.17,0.67
Kowloon Cricket Club,Sapphires,6,1,5,0.17,0.83
Mulpani Cricket Ground,Oman,1,0,1,0.0,1.0
"P Sara Oval, Colombo",Bangladesh,1,0,0,0.0,0.0
"Sinhalese Sports Club Ground, Colombo",Sri Lanka,6,4,2,0.67,0.33
"Sinhalese Sports Club Ground, Colombo",Bangladesh,4,1,3,0.25,0.75
"Kensington Oval, Bridgetown, Barbados",Jamaica Tallawahs,2,0,2,0.0,1.0
"Kensington Oval, Bridgetown, Barbados",Guyana Amazon Warriors,4,1,3,0.25,0.75
"Kensington Oval, Bridgetown, Barbados",St Kitts and Nevis Patriots,3,0,3,0.0,1.0
"Kensington Oval, Bridgetown, Barbados",St Lucia Kings,1,1,0,1.0,0.0
"Svanholm Park, Brondby",Norway,1,0,1,0.0,1.0
"Solvangs Park, Glostrup",Finland,2,0,1,0.0,0.5
"Solvangs Park, Glostrup",Norway,1,1,0,1.0,0.0
"Solvangs Park, Glostrup",Sweden,1,0,0,0.0,0.0
"United Cricket Club Ground, Windhoek",Hong Kong,4,1,3,0.25,0.75
"Mangaung Oval, Bloemfontein",Australia,2,2,0,1.0,0.0
"Sedgars Park, Potchefstroom",South Africa,1,1,0,1.0,0.0
"Sedgars Park, Potchefstroom",Australia,1,0,1,0.0,1.0
"SuperSport Park, Centurion",Australia,3,2,1,0.67,0.33
"The Wanderers Stadium, Johannesburg",Australia,1,0,1,0.0,1.0
"The Hills, Milverton",Leinster Lightning,1,1,0,1.0,0.0
"The Hills, Milverton",North-West Warriors,1,0,1,0.0,1.0
"North Sydney Oval, Sydney",West Indies,2,1,1,0.5,0.5
"North Sydney Oval, Sydney",South Africa,2,1,1,0.5,0.5
"Western Australia Cricket Association Ground, Perth",South Africa,1,0,1,0.0,1.0
"Western Australia Cricket Association Ground, Perth",Australia,3,3,0,1.0,0.0
Harare Sports Club,Nepal,2,0,2,0.0,1.0
"Queens Sports Club, Bulawayo",United Arab Emirates,1,0,1,0.0,1.0
"Takashinga Sports Club, Highfield, Harare",Nepal,4,2,2,0.5,0.5
"Queens Sports Club, Bulawayo",Ireland,3,1,2,0.33,0.67
"Queens Sports Club, Bulawayo",Oman,2,0,2,0.0,1.0
Harare Sports Club,United States of America,6,2,4,0.33,0.67
"Takashinga Sports Club, Highfield, Harare",Ireland,2,2,0,1.0,0.0
"Takashinga Sports Club, Highfield, Harare",United Arab Emirates,2,1,1,0.5,0.5
Harare Sports Club,Oman,2,0,2,0.0,1.0
"Grainville, St Saviour, Jersey",Italy,4,3,1,0.75,0.25
"FB Fields, St Clement",Turkey,2,0,2,0.0,1.0
"Grainville, St Saviour, Jersey",France,2,1,1,0.5,0.5
"FB Fields, St Clement",France,3,3,0,1.0,0.0
"Scott Page Field, Vinor",Hungary,2,0,1,0.0,0.5
"Windsor Park, Roseau, Dominica",India,1,1,0,1.0,0.0
Grand Prairie Stadium,Texas Super Kings,5,2,3,0.4,0.6
Grand Prairie Stadium,Los Angeles Knight Riders,3,0,3,0.0,1.0
Grand Prairie Stadium,San Francisco Unicorns,3,2,1,0.67,0.33
Grand Prairie Stadium,Washington Freedom,3,1,2,0.33,0.67
"Church Street Park, Morrisville",Washington Freedom,6,4,1,0.67,0.17
"Church Street Park, Morrisville",Texas Super Kings,4,2,1,0.5,0.25
"Church Street Park, Morrisville",San Francisco Unicorns,4,1,3,0.25,0.75
"National Sports Academy, Sofia",Croatia,3,0,3,0.0,1.0
"National Stadium, Karachi",South Africa,8,3,5,0.38,0.62
Pallekele International Cricket Stadium,B-Love Kandy,3,3,0,1.0,0.0
Pallekele International Cricket Stadium,Galle Titans,3,0,3,0.0,1.0
"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Austria,2,0,2,0.0,1.0
"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Jersey,3,2,1,0.67,0.33
"Goldenacre, Edinburgh",Italy,2,1,1,0.5,0.5
"Goldenacre, Edinburgh",Scotland,2,2,0,1.0,0.0
"Goldenacre, Edinburgh",Germany,2,1,1,0.5,0.5
"Goldenacre, Edinburgh",Austria,3,0,3,0.0,1.0
"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Germany,3,1,2,0.33,0.67
"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Italy,3,2,1,0.67,0.33
"Goldenacre, Edinburgh",Denmark,2,1,1,0.5,0.5
"Amini Park, Port Moresby",Philippines,5,1,4,0.2,0.8
"JSCA International Stadium Complex, Ranchi",Manipur,3,0,3,0.0,1.0
"JSCA International Stadium Complex, Ranchi",Railways,3,1,2,0.33,0.67
"JSCA International Stadium Complex, Ranchi",Andhra,2,1,1,0.5,0.5
"JSCA International Stadium Complex, Ranchi",Gujarat,3,3,0,1.0,0.0
"Abhimanyu Cricket Academy, Dehradun",Madhya Pradesh,3,1,2,0.33,0.67
"Abhimanyu Cricket Academy, Dehradun",Delhi,3,3,0,1.0,0.0
"JSCA International Stadium Complex, Ranchi",Goa,2,1,1,0.5,0.5
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat,1,0,1,0.0,1.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Uttar Pradesh,2,1,1,0.5,0.5
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Bengal,1,0,1,0.0,1.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Assam,3,2,1,0.67,0.33
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kerala,1,0,1,0.0,1.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Baroda,2,1,1,0.5,0.5
"Narendra Modi Stadium, Ahmedabad",England,3,0,3,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,2,2,0,1.0,0.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,2,0,2,0.0,1.0
"Arun Jaitley Stadium, Delhi",Sri Lanka,2,0,2,0.0,1.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,1,0,1,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sri Lanka,1,0,1,0.0,1.0
"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,2,0,2,0.0,1.0
"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,2,1,0,0.5,0.0
"Narendra Modi Stadium, Ahmedabad",Pakistan,1,0,1,0.0,1.0
"M Chinnaswamy Stadium, Bengaluru",Australia,2,1,1,0.5,0.5
"M Chinnaswamy Stadium, Bengaluru",Pakistan,2,1,1,0.5,0.5
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,1,0,1,0.0,1.0
"Wankhede Stadium, Mumbai",South Africa,2,2,0,1.0,0.0
"Wankhede Stadium, Mumbai",England,5,2,3,0.4,0.6
"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,2,0,2,0.0,1.0
"Wankhede Stadium, Mumbai",Bangladesh,1,0,1,0.0,1.0
"Arun Jaitley Stadium, Delhi",Netherlands,1,0,1,0.0,1.0
"M Chinnaswamy Stadium, Bengaluru",England,1,0,1,0.0,1.0
"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,1,0,1,0.0,1.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,1,1,0,1.0,0.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,1,0,1,0.0,1.0
"Maharashtra Cricket Association Stadium, Pune",South Africa,1,1,0,1.0,0.0
"Maharashtra Cricket Association Stadium, Pune",New Zealand,2,1,1,0.5,0.5
"M Chinnaswamy Stadium, Bengaluru",New Zealand,3,2,1,0.67,0.33
"Arun Jaitley Stadium, Delhi",Bangladesh,2,1,1,0.5,0.5
"Maharashtra Cricket Association Stadium, Pune",Australia,1,1,0,1.0,0.0
"Eden Gardens, Kolkata",England,2,1,1,0.5,0.5
"M Chinnaswamy Stadium, Bengaluru",Netherlands,1,0,1,0.0,1.0
"Eden Gardens, Kolkata",Australia,1,1,0,1.0,0.0
"VRA Ground, Amstelveen",Thailand,2,1,1,0.5,0.5
"Malahide, Dublin",Ireland,2,0,2,0.0,1.0
"Malahide, Dublin",India,2,2,0,1.0,0.0
"Sinhalese Sports Club Ground, Colombo",Pakistan,1,1,0,1.0,0.0
"Kennington Oval, London",Pakistan,2,0,2,0.0,1.0
"Lord's, London",West Indies,1,0,1,0.0,1.0
"Old Trafford, Manchester",Sri Lanka,1,0,1,0.0,1.0
"Lord's, London",Sri Lanka,1,0,1,0.0,1.0
"Sophia Gardens, Cardiff",Australia,1,0,1,0.0,1.0
"Riverside Ground, Chester-le-Street",Australia,1,0,1,0.0,1.0
"University of Tasmania Stadium, Launceston",Sydney Sixers,1,1,0,1.0,0.0
"Lavington Sports Oval, Albury",Melbourne Stars,1,0,1,0.0,1.0
"Manuka Oval, Canberra",Adelaide Strikers,2,1,1,0.5,0.5
"Junction Oval, Melbourne",Brisbane Heat,3,1,2,0.33,0.67
"North Sydney Oval, Sydney",Perth Scorchers,2,1,1,0.5,0.5
"Junction Oval, Melbourne",Adelaide Strikers,3,1,2,0.33,0.67
"Allan Border Field, Brisbane",Hobart Hurricanes,3,2,1,0.67,0.33
"Allan Border Field, Brisbane",Melbourne Stars,3,0,3,0.0,1.0
"University of Tasmania Stadium, Launceston",Sydney Thunder,1,0,1,0.0,1.0
"Western Australia Cricket Association Ground, Perth",Adelaide Strikers,2,2,0,1.0,0.0
"Casey Fields No 4, Melbourne",Melbourne Stars,1,0,1,0.0,1.0
"Casey Fields No 4, Melbourne",Sydney Thunder,1,1,0,1.0,0.0
"Jubilee Park, Ringwood, Melbourne",Sydney Sixers,1,1,0,1.0,0.0
"Jubilee Park, Ringwood, Melbourne",Melbourne Stars,1,0,1,0.0,1.0
"Allan Border Field, Brisbane",Melbourne Renegades,2,1,1,0.5,0.5
"Cricket Central, Sydney",Perth Scorchers,1,0,1,0.0,1.0
"Junction Oval, Melbourne",Hobart Hurricanes,3,2,1,0.67,0.33
"Cricket Central, Sydney",Adelaide Strikers,1,1,0,1.0,0.0
"Allan Border Field, Brisbane",Sydney Sixers,2,1,1,0.5,0.5
"John Davies Oval, Queenstown",Pakistan,2,0,2,0.0,1.0
"Saxton Oval, Nelson",England,2,1,1,0.5,0.5
"Saxton Oval, Nelson",Bangladesh,1,0,1,0.0,1.0
Multan Cricket Stadium,Nepal,1,0,1,0.0,1.0
Pallekele International Cricket Stadium,Nepal,1,0,1,0.0,1.0
"Gaddafi Stadium, Lahore",Bangladesh,1,0,1,0.0,1.0
"R Premadasa Stadium, Colombo",Pakistan,2,0,2,0.0,1.0
"Saurashtra Cricket Association Stadium, Rajkot",Australia,1,1,0,1.0,0.0
"Greenfield International Stadium, Thiruvananthapuram",Australia,1,0,1,0.0,1.0
"Barsapara Cricket Stadium, Guwahati",Australia,1,1,0,1.0,0.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",England,1,1,0,1.0,0.0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",England,1,0,1,0.0,1.0
"Saurashtra Cricket Association Stadium, Rajkot",England,2,1,1,0.5,0.5
"JSCA International Stadium Complex, Ranchi",England,1,0,1,0.0,1.0
"GB Oval, Szodliget",Hungary,2,2,0,1.0,0.0
"GB Oval, Szodliget",Croatia,2,0,2,0.0,1.0
"Indian Association Ground, Singapore",Myanmar,2,2,0,1.0,0.0
Turf City B Cricket Ground,Singapore,1,0,1,0.0,1.0
Turf City B Cricket Ground,Myanmar,1,1,0,1.0,0.0
Tikkurila Cricket Ground,Denmark,1,0,1,0.0,1.0
Kerava National Cricket Ground,Denmark,1,0,1,0.0,1.0
"Sportpark Maarschalkerweerd, Utrecht",Jersey,3,0,2,0.0,0.67
"Cricket Central, Sydney",Queensland,2,0,0,0.0,0.0
"Cricket Central, Sydney",New South Wales,4,0,0,0.0,0.0
"Great Barrier Reef Arena, Mackay",Victoria,1,0,1,0.0,1.0
"Great Barrier Reef Arena, Mackay",Queensland,1,1,0,1.0,0.0
"Cricket Central, Sydney",South Australia,2,0,0,0.0,0.0
Seddon Park,Otago Volts,1,0,1,0.0,1.0
McLean Park,Auckland Aces,1,1,0,1.0,0.0
"Senwes Park, Potchefstroom",New Zealand,1,0,1,0.0,1.0
"City Oval, Pietermaritzburg",New Zealand,1,0,1,0.0,1.0
"City Oval, Pietermaritzburg",South Africa,1,1,0,1.0,0.0
"Kingsmead, Durban",New Zealand,1,1,0,1.0,0.0
"Buffalo Park, East London",New Zealand,1,0,0,0.0,0.0
"Willowmoore Park, Benoni",New Zealand,3,2,1,0.67,0.33
"West End Park International Cricket Stadium, Doha",United Arab Emirates,6,4,2,0.67,0.33
"St George's Park, Gqeberha",Warriors,4,2,2,0.5,0.5
"St George's Park, Gqeberha",KwaZulu-Natal Inland,1,0,1,0.0,1.0
"Kingsmead, Durban",Western Province,2,1,1,0.5,0.5
"The Wanderers Stadium, Johannesburg",Boland,1,0,1,0.0,1.0
"SuperSport Park, Centurion",North West,1,0,1,0.0,1.0
"Selangor Turf Club, Kuala Lumpur",United Arab Emirates,3,3,0,1.0,0.0
"Selangor Turf Club, Kuala Lumpur",Thailand,1,0,0,0.0,0.0
Vanuatu Cricket Ground,Cook Islands,3,0,3,0.0,1.0
Vanuatu Cricket Ground (Oval 2),Fiji,4,1,3,0.25,0.75
Vanuatu Cricket Ground (Oval 2),Samoa,3,0,3,0.0,1.0
Vanuatu Cricket Ground (Oval 2),Vanuatu,2,2,0,1.0,0.0
Vanuatu Cricket Ground (Oval 2),Indonesia,2,1,1,0.5,0.5
Vanuatu Cricket Ground (Oval 2),Japan,2,2,0,1.0,0.0
Vanuatu Cricket Ground (Oval 2),Cook Islands,2,1,1,0.5,0.5
Vanuatu Cricket Ground,Indonesia,3,2,1,0.67,0.33
Vanuatu Cricket Ground (Oval 2),Papua New Guinea,1,1,0,1.0,0.0
"Botswana Cricket Association Oval 1, Gaborone",Kenya,4,4,0,1.0,0.0
"Botswana Cricket Association Oval 1, Gaborone",Malawi,2,0,2,0.0,1.0
"Botswana Cricket Association Oval 2, Gaborone",Botswana,3,3,0,1.0,0.0
"Botswana Cricket Association Oval 2, Gaborone",Eswatini,2,0,2,0.0,1.0
"Botswana Cricket Association Oval 1, Gaborone",Cameroon,3,1,2,0.33,0.67
"Botswana Cricket Association Oval 2, Gaborone",Kenya,1,1,0,1.0,0.0
"Desert Springs Cricket Ground, Almeria",France,5,0,5,0.0,1.0
"Diamond Oval, Kimberley",Bangladesh,2,0,1,0.0,0.5
"Senwes Park, Potchefstroom",Sri Lanka,2,2,0,1.0,0.0
"Buffalo Park, East London",Sri Lanka,3,2,0,0.67,0.0
"Diamond Oval, Kimberley",Sri Lanka,1,0,1,0.0,1.0
"County Ground, Northampton",Pakistan,1,0,1,0.0,1.0
"The Cooper Associates County Ground, Taunton",Pakistan,1,0,0,0.0,0.0
"Bayuemas Oval, Kuala Lumpur",Papua New Guinea,5,4,1,0.8,0.2
Zhejiang University of Technology Cricket Field,Malaysia,2,0,1,0.0,0.5
Zhejiang University of Technology Cricket Field,Thailand,1,0,1,0.0,1.0
Zhejiang University of Technology Cricket Field,Sri Lanka,3,2,1,0.67,0.33
Zhejiang University of Technology Cricket Field,Bangladesh,5,3,2,0.6,0.4
Zhejiang University of Technology Cricket Field,Pakistan,4,1,3,0.25,0.75
Zhejiang University of Technology Cricket Field,Mongolia,5,0,5,0.0,1.0
"National Stadium, Hamilton",Canada,3,3,0,1.0,0.0
"National Stadium, Hamilton",Cayman Islands,2,0,2,0.0,1.0
Europa Sports Complex,Luxembourg,2,1,1,0.5,0.5
"Tafawa Balewa Square Cricket Oval, Lagos",Sierra Leone,10,3,7,0.3,0.7
San Albano,Argentina,2,2,0,1.0,0.0
San Albano,Chile,2,0,2,0.0,1.0
St Georges Quilmes,Chile,2,0,2,0.0,1.0
St Georges Quilmes,Mexico,2,1,1,0.5,0.5
St Georges Quilmes,Argentina,2,2,0,1.0,0.0
"Desert Springs Cricket Ground, Almeria",Ireland,5,3,2,0.6,0.4
Mulpani Cricket Ground,Bahrain,3,1,2,0.33,0.67
"Dr DY Patil Sports Academy, Mumbai",England,1,0,1,0.0,1.0
Sharjah Cricket Stadium,Abu Dhabi Knight Riders,2,1,1,0.5,0.5
"United Cricket Club Ground, Windhoek",Rwanda,1,0,1,0.0,1.0
"United Cricket Club Ground, Windhoek",Nigeria,4,1,3,0.25,0.75
Hong Kong Cricket Club,Nepal,4,2,2,0.5,0.5
"Molyneux Park, Alexandra",Wellington,2,2,0,1.0,0.0
"Eden Park, Auckland",Wellington,1,1,0,1.0,0.0
"Chester Road North Ground, Kidderminster",Durham,1,1,0,1.0,0.0
"Chester Road North Ground, Kidderminster",Somerset,1,0,0,0.0,0.0
"The Rose Bowl, Southampton",Durham,2,0,0,0.0,0.0
"Riverside Ground, Chester-le-Street",Somerset,5,1,2,0.2,0.4
"Trafalgar Road Ground, Southport",Nottinghamshire,1,0,0,0.0,0.0
"North Marine Road Ground, Scarborough",Sussex,2,0,2,0.0,1.0
"College Ground, Cheltenham",Kent,1,1,0,1.0,0.0
"The Rose Bowl, Southampton",The Blaze,1,1,0,1.0,0.0
"Old Trafford, Manchester",Northern Diamonds,1,0,1,0.0,1.0
"Trent Bridge, Nottingham",Northern Diamonds,1,0,1,0.0,1.0
Arundel Castle Cricket Club Ground,Sunrisers,1,1,0,1.0,0.0
"Headingley, Leeds",The Blaze,1,1,0,1.0,0.0
"Stanley Park, Blackpool",Sunrisers,1,0,1,0.0,1.0
"Lord's, London",The Blaze,1,1,0,1.0,0.0
"Kennington Oval, London",Sunrisers,1,0,1,0.0,1.0
"Edgbaston, Birmingham",The Blaze,2,1,1,0.5,0.5
"County Ground, Derby",Central Sparks,1,0,1,0.0,1.0
Entebbe Cricket Oval,Botswana,3,0,3,0.0,1.0
Entebbe Cricket Oval,Rwanda,3,0,3,0.0,1.0
"The Cricket Field, Sedbergh School",Durham,1,1,0,1.0,0.0
"The John Fretwell Sporting Complex, Sookholme",Sussex,1,0,1,0.0,1.0
"The John Fretwell Sporting Complex, Sookholme",Yorkshire,1,0,1,0.0,1.0
"The Gnoll, Neath",Nottinghamshire,1,0,1,0.0,1.0
York Cricket Club,Sussex,1,0,1,0.0,1.0
"The Gnoll, Neath",Sussex,1,0,1,0.0,1.0
Rugby School Ground,Surrey,1,0,1,0.0,1.0
York Cricket Club,Gloucestershire,1,1,0,1.0,0.0
Kibworth Cricket Club New Ground,Surrey,1,1,0,1.0,0.0
"The Rose Bowl, Southampton",Derbyshire,2,0,1,0.0,0.5
"North Marine Road Ground, Scarborough",Leicestershire,1,1,0,1.0,0.0
"Roseworth Terrace, Gosforth",Hampshire,1,0,1,0.0,1.0
"Grand Prairie Stadium, Dallas",Canada,1,0,1,0.0,1.0
"Providence Stadium, Guyana",Papua New Guinea,2,0,2,0.0,1.0
"Nassau County International Cricket Stadium, New York",Sri Lanka,1,0,1,0.0,1.0
"Kensington Oval, Bridgetown, Barbados",Scotland,2,1,0,0.5,0.0
"Grand Prairie Stadium, Dallas",Netherlands,1,1,0,1.0,0.0
"Nassau County International Cricket Stadium, New York",Ireland,2,0,2,0.0,1.0
"Providence Stadium, Guyana",Uganda,2,1,1,0.5,0.5
"Nassau County International Cricket Stadium, New York",Canada,2,1,1,0.5,0.5
"Nassau County International Cricket Stadium, New York",Netherlands,1,0,1,0.0,1.0
"Sir Vivian Richards Stadium, North Sound, Antigua",Oman,2,0,2,0.0,1.0
"Sir Vivian Richards Stadium, North Sound, Antigua",Scotland,1,1,0,1.0,0.0
"Nassau County International Cricket Stadium, New York",United States of America,1,0,1,0.0,1.0
"Arnos Vale Ground, Kingstown, St Vincent",Bangladesh,5,5,0,1.0,0.0
"Arnos Vale Ground, Kingstown, St Vincent",Netherlands,1,0,1,0.0,1.0
"Arnos Vale Ground, Kingstown, St Vincent",South Africa,1,1,0,1.0,0.0
"Arnos Vale Ground, Kingstown, St Vincent",Nepal,2,0,2,0.0,1.0
"Brian Lara Stadium, Tarouba, Trinidad",Uganda,1,0,1,0.0,1.0
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Scotland,1,0,1,0.0,1.0
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,1,1,0,1.0,0.0
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Sri Lanka,1,1,0,1.0,0.0
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Netherlands,1,0,1,0.0,1.0
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,5,2,2,0.4,0.4
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",India,1,1,0,1.0,0.0
"Providence Stadium, Guyana",England,1,0,1,0.0,1.0
"Arun Jaitley Stadium, Delhi",Gujarat Giants,4,2,2,0.5,0.5
"Arun Jaitley Stadium, Delhi",UP Warriorz,3,1,2,0.33,0.67
"Terdthai Cricket Ground, Bangkok",China,1,0,1,0.0,1.0
Johor Cricket Academy Oval,Kuwait,2,0,2,0.0,1.0
"YSD-UKM Cricket Oval, Bangi",United Arab Emirates,2,2,0,1.0,0.0
"YSD-UKM Cricket Oval, Bangi",China,1,0,1,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",Indonesia,1,0,1,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",Malaysia,1,1,0,1.0,0.0
"YSD-UKM Cricket Oval, Bangi",Japan,1,1,0,1.0,0.0
"YSD-UKM Cricket Oval, Bangi",Oman,1,0,1,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",Bahrain,1,0,1,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",Qatar,1,1,0,1.0,0.0
"YSD-UKM Cricket Oval, Bangi",Thailand,1,1,0,1.0,0.0
"Royal Selangor Club, Kuala Lumpur",United Arab Emirates,1,1,0,1.0,0.0
"Royal Selangor Club, Kuala Lumpur",Oman,1,0,1,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",China,1,0,1,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",Japan,1,1,0,1.0,0.0
"YSD-UKM Cricket Oval, Bangi",Bhutan,1,0,1,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",Thailand,1,1,0,1.0,0.0
"Royal Selangor Club, Kuala Lumpur",Singapore,1,0,1,0.0,1.0
"Selangor Turf Club, Kuala Lumpur",Japan,1,0,1,0.0,1.0
"Bayuemas Oval, Kuala Lumpur",Indonesia,1,1,0,1.0,0.0
"YSD-UKM Cricket Oval, Bangi",Maldives,3,0,3,0.0,1.0
"YSD-UKM Cricket Oval, Bangi",Indonesia,1,0,1,0.0,1.0
"Bayuemas Oval, Kuala Lumpur",Japan,1,0,1,0.0,1.0
"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,1,0,1,0.0,1.0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Delhi Capitals,1,0,1,0.0,1.0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,5,1,4,0.2,0.8
"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,1,0,1,0.0,1.0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,1,0,1,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,1,0,1,0.0,1.0
"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,1,0,1,0.0,1.0
"West End Park International Cricket Stadium, Doha",Hong Kong,1,0,0,0.0,0.0
"Bayuemas Oval, Kuala Lumpur",Tanzania,4,0,4,0.0,1.0
"Mission Road Ground, Mong Kok, Hong Kong",Papua New Guinea,3,2,1,0.67,0.33
"Achimota Senior Secondary School A Field, Accra",South Africa,5,3,1,0.6,0.2
"Achimota Senior Secondary School A Field, Accra",Tanzania,3,1,2,0.33,0.67
"Achimota Senior Secondary School B Field, Accra",Uganda,3,3,0,1.0,0.0
"Achimota Senior Secondary School B Field, Accra",Rwanda,1,0,1,0.0,1.0
"Achimota Senior Secondary School A Field, Accra",Ghana,1,0,1,0.0,1.0
